transport_mode,km_per_month,flights_per_year,electricity_kwh,energy_source,heating_type,diet_type,food_source,food_waste_level,waste_kg,recycling,shopping_spend,co2_monthly_kg,emission_tier
cycle,487.3,0,280.3,coal,gas,meat_heavy,imported,medium,25.7,some,187.1,610.84,high
car_diesel,197.0,2,212.6,renewable,gas,vegetarian,mixed,medium,27.0,most,153.3,287.73,low
car_petrol,928.0,0,420.8,mixed,gas,omnivore,local,low,18.5,none,103.5,581.86,high
cycle,366.6,1,283.3,mixed,gas,omnivore,local,low,37.9,none,81.8,362.22,low
bus,544.6,2,250.6,mixed,electric,meat_heavy,mixed,high,7.1,none,230.7,551.42,high
train,408.1,0,280.5,mixed,electric,omnivore,local,high,26.0,none,307.7,468.03,moderate
motorbike,367.6,2,473.7,mixed,oil,vegetarian,mixed,low,30.6,none,233.6,549.23,high
cycle,321.3,4,279.9,coal,none,omnivore,mixed,low,38.0,some,74.0,403.37,moderate
cycle,382.0,1,275.3,mixed,oil,omnivore,mixed,low,6.7,none,107.2,383.63,low
bus,160.7,0,89.2,renewable,electric,omnivore,mixed,low,28.8,some,286.8,322.22,low
cycle,444.9,0,216.6,coal,gas,vegan,imported,medium,14.5,most,145.2,359.16,low
car_petrol,105.4,2,266.1,mixed,gas,meat_heavy,imported,low,26.9,none,89.6,596.96,high
motorbike,315.0,4,275.0,mixed,none,vegetarian,local,medium,27.8,none,61.6,341.67,low
car_electric,611.1,3,200.2,coal,gas,meat_heavy,local,low,30.4,most,46.6,533.83,high
cycle,374.3,0,236.5,coal,gas,meat_heavy,mixed,low,24.7,some,133.8,542.51,high
cycle,588.9,4,212.9,coal,electric,vegetarian,imported,high,21.6,most,65.7,461.23,moderate
car_petrol,100.5,0,253.1,mixed,electric,omnivore,local,medium,8.3,most,49.0,261.39,low
car_petrol,357.8,1,238.9,renewable,gas,vegetarian,local,high,41.1,some,83.1,288.88,low
cycle,368.2,4,356.4,coal,gas,omnivore,mixed,medium,32.8,most,235.9,648.99,high
car_petrol,313.4,2,186.1,mixed,electric,omnivore,imported,low,42.1,most,109.7,457.02,moderate
bus,650.9,2,217.1,mixed,gas,omnivore,local,low,26.5,most,119.5,414.95,moderate
car_diesel,517.6,2,398.8,mixed,gas,meat_heavy,imported,medium,41.3,some,78.1,690.6,high
cycle,886.0,0,112.1,mixed,none,omnivore,mixed,high,26.0,some,108.5,301.92,low
car_diesel,587.9,3,357.4,renewable,electric,vegetarian,imported,high,22.4,some,111.1,395.11,low
car_electric,290.6,0,366.2,mixed,electric,meat_heavy,local,medium,13.0,none,113.4,397.62,low
motorbike,578.4,1,158.8,mixed,gas,meat_heavy,local,low,36.5,none,184.2,467.45,moderate
bus,558.1,3,185.1,mixed,none,omnivore,mixed,medium,24.5,none,71.7,364.99,low
cycle,87.6,4,258.7,renewable,gas,omnivore,local,medium,26.6,some,53.0,300.07,low
car_petrol,601.3,2,81.1,mixed,none,vegetarian,imported,medium,21.9,some,148.7,427.27,moderate
car_petrol,808.2,2,256.9,mixed,gas,omnivore,mixed,medium,29.2,some,23.4,561.8,high
car_petrol,330.6,1,295.6,mixed,gas,omnivore,mixed,medium,7.3,some,122.1,411.82,moderate
cycle,370.4,2,240.4,coal,none,omnivore,mixed,low,45.0,some,72.3,349.96,low
train,295.3,3,195.1,coal,electric,meat_heavy,local,low,27.2,none,82.3,460.8,moderate
car_electric,420.1,2,138.8,coal,gas,meat_heavy,mixed,high,16.8,none,141.8,644.56,high
car_diesel,292.9,3,443.4,coal,gas,vegan,local,medium,30.0,some,185.5,595.8,high
bus,351.3,0,373.3,coal,electric,vegan,mixed,low,11.7,some,86.8,381.57,low
bus,500.1,0,322.8,coal,none,vegetarian,mixed,medium,33.7,some,75.3,316.41,low
car_diesel,466.5,0,223.9,mixed,gas,omnivore,local,low,24.4,some,125.9,409.83,moderate
motorbike,394.3,0,318.4,renewable,oil,vegan,mixed,medium,26.9,some,137.0,227.32,low
train,317.9,1,161.8,renewable,electric,vegetarian,imported,medium,17.1,none,215.4,281.48,low
cycle,302.2,1,151.5,mixed,gas,vegetarian,local,low,25.6,most,27.8,230.19,low
bus,409.2,0,401.6,mixed,electric,omnivore,mixed,low,38.0,some,100.5,408.95,moderate
cycle,455.5,2,20.0,mixed,oil,vegetarian,mixed,medium,31.9,some,113.2,321.37,low
car_petrol,753.3,1,227.5,renewable,electric,meat_heavy,imported,medium,31.2,most,225.5,604.93,high
car_petrol,355.7,1,185.1,coal,gas,omnivore,imported,medium,27.9,most,144.0,639.11,high
cycle,365.8,0,162.5,coal,gas,meat_heavy,mixed,low,37.8,some,47.2,502.16,moderate
train,404.3,1,334.3,mixed,oil,vegetarian,mixed,medium,2.0,most,167.1,387.65,low
car_diesel,234.0,1,178.6,coal,gas,omnivore,local,medium,29.5,most,108.6,469.44,moderate
cycle,370.4,1,252.2,mixed,electric,vegan,local,medium,4.1,most,193.4,262.05,low
bus,770.2,1,263.5,renewable,electric,omnivore,mixed,low,47.3,some,67.7,300.76,low
motorbike,526.8,3,373.0,coal,gas,omnivore,local,low,29.6,some,217.6,643.27,high
bus,496.0,1,343.2,coal,electric,omnivore,imported,low,20.5,none,49.7,465.95,moderate
motorbike,316.7,0,238.1,mixed,gas,omnivore,mixed,low,22.8,some,115.1,395.07,low
bus,763.8,0,337.6,mixed,gas,omnivore,mixed,low,26.6,most,232.1,476.71,moderate
bus,229.5,0,161.4,coal,gas,vegetarian,local,medium,20.1,some,79.4,359.09,low
car_diesel,450.3,4,92.9,renewable,gas,omnivore,mixed,low,10.8,some,64.5,380.2,low
car_diesel,318.0,2,311.3,mixed,none,meat_heavy,mixed,medium,16.5,most,23.3,405.43,moderate
cycle,1056.7,0,342.3,coal,electric,omnivore,local,medium,16.5,some,68.0,377.88,low
train,517.2,3,277.7,renewable,electric,omnivore,mixed,medium,19.8,most,77.1,316.98,low
car_diesel,233.7,3,262.2,coal,gas,meat_heavy,imported,medium,18.3,some,114.2,708.55,high
car_petrol,746.9,0,195.3,coal,gas,vegan,mixed,high,24.0,some,145.4,503.12,moderate
bus,263.8,0,163.2,mixed,electric,vegetarian,imported,high,41.3,most,245.6,382.71,low
car_diesel,423.7,2,189.8,mixed,electric,vegan,mixed,medium,27.4,some,96.0,296.06,low
bus,796.1,0,335.1,coal,electric,meat_heavy,mixed,high,26.7,some,206.0,711.4,high
car_petrol,573.2,3,219.3,mixed,gas,meat_heavy,imported,high,33.0,none,26.5,705.26,high
car_petrol,560.0,0,384.7,coal,gas,omnivore,imported,low,29.0,none,81.5,691.38,high
car_petrol,152.6,3,357.0,mixed,electric,meat_heavy,mixed,low,46.5,most,193.9,561.73,high
bus,518.5,3,365.5,mixed,oil,meat_heavy,mixed,high,37.0,some,44.9,634.6,high
car_petrol,342.3,0,246.9,renewable,gas,meat_heavy,mixed,medium,12.1,none,151.5,387.06,low
car_petrol,667.7,0,401.0,mixed,gas,vegan,local,low,36.7,most,26.0,403.42,moderate
car_petrol,375.8,4,309.2,mixed,gas,meat_heavy,mixed,low,27.3,most,107.4,559.44,high
car_petrol,525.0,0,169.2,coal,none,vegetarian,mixed,medium,47.7,some,153.2,398.34,low
bus,415.1,10,295.1,mixed,none,vegan,mixed,low,19.2,none,136.6,442.16,moderate
car_diesel,241.6,0,425.1,mixed,none,vegan,local,high,19.1,most,194.1,290.7,low
train,627.3,2,242.9,mixed,gas,vegetarian,local,medium,25.0,some,65.4,339.32,low
cycle,321.5,0,270.0,renewable,electric,vegetarian,local,high,28.8,none,86.5,183.49,low
car_petrol,344.7,0,354.9,renewable,electric,omnivore,local,high,22.3,most,192.1,360.47,low
cycle,250.3,3,409.8,mixed,gas,omnivore,mixed,low,23.4,some,130.8,464.58,moderate
train,837.5,4,221.6,mixed,electric,omnivore,mixed,low,24.5,most,159.7,453.85,moderate
car_petrol,861.5,0,203.9,coal,electric,omnivore,mixed,low,44.5,some,81.8,587.64,high
bus,321.1,0,348.6,mixed,gas,vegetarian,mixed,medium,32.3,some,162.7,363.08,low
cycle,120.2,4,20.0,renewable,electric,vegetarian,mixed,medium,26.4,most,44.7,227.48,low
motorbike,410.0,1,221.6,coal,electric,omnivore,mixed,low,18.6,most,180.9,467.43,moderate
car_electric,271.1,2,253.2,coal,electric,meat_heavy,imported,low,15.4,some,182.2,623.87,high
cycle,906.1,0,382.4,mixed,gas,meat_heavy,local,medium,21.0,most,114.0,421.11,moderate
car_petrol,696.8,0,297.4,mixed,electric,meat_heavy,mixed,medium,40.9,none,79.6,578.67,high
train,589.5,4,195.2,renewable,oil,omnivore,imported,low,33.9,most,395.0,548.47,high
car_petrol,627.9,3,260.1,coal,electric,omnivore,mixed,low,28.3,none,334.7,720.95,high
car_petrol,253.9,2,178.8,mixed,gas,vegetarian,imported,high,28.3,some,280.7,506.28,moderate
motorbike,269.1,4,258.8,renewable,gas,meat_heavy,local,high,31.9,most,77.7,449.71,moderate
car_petrol,317.9,0,310.5,coal,oil,omnivore,local,medium,31.8,most,212.7,616.48,high
motorbike,605.6,1,251.7,renewable,electric,omnivore,mixed,high,24.6,some,227.8,395.86,low
train,543.4,0,226.1,renewable,gas,meat_heavy,mixed,medium,24.0,most,159.4,324.7,low
car_diesel,567.1,0,244.8,coal,electric,vegetarian,local,medium,27.4,none,96.9,400.53,moderate
train,512.6,4,277.7,mixed,electric,omnivore,imported,low,25.5,most,68.0,453.49,moderate
cycle,425.8,1,271.7,coal,electric,omnivore,imported,low,24.2,most,131.0,468.99,moderate
car_diesel,878.8,0,371.6,mixed,gas,meat_heavy,local,medium,21.5,none,227.7,642.94,high
car_diesel,323.1,1,293.1,mixed,none,omnivore,mixed,low,21.2,none,153.2,359.79,low
car_diesel,275.7,1,267.2,coal,gas,meat_heavy,mixed,low,27.6,none,517.8,819.09,high
car_petrol,314.6,0,158.7,coal,none,meat_heavy,imported,high,20.6,most,92.1,571.08,high
cycle,595.3,0,306.9,coal,gas,vegetarian,mixed,high,23.3,some,69.2,391.47,low
car_petrol,238.0,1,249.1,mixed,oil,meat_heavy,mixed,medium,31.8,some,90.2,505.12,moderate
bus,379.9,10,203.4,mixed,none,omnivore,local,medium,41.3,none,249.2,620.44,high
cycle,943.7,2,277.5,coal,oil,vegetarian,local,medium,23.0,most,60.2,477.84,moderate
bus,679.3,0,250.3,renewable,gas,omnivore,mixed,medium,40.3,none,126.2,344.4,low
bus,291.0,0,129.9,renewable,electric,vegetarian,mixed,low,38.6,some,135.2,208.97,low
car_diesel,406.0,0,191.0,mixed,gas,vegetarian,mixed,medium,25.6,none,60.1,312.39,low
car_diesel,838.8,1,260.4,mixed,gas,omnivore,imported,medium,46.6,most,206.4,727.06,high
car_diesel,600.3,0,239.7,mixed,gas,meat_heavy,mixed,medium,33.7,some,189.7,555.22,high
car_petrol,142.9,2,220.3,mixed,oil,omnivore,local,low,28.6,some,142.2,420.12,moderate
bus,445.0,6,60.6,renewable,electric,meat_heavy,mixed,low,48.4,some,377.2,555.09,high
car_petrol,807.3,0,251.3,renewable,none,meat_heavy,local,medium,30.3,some,199.2,468.7,moderate
bus,163.6,3,294.9,coal,gas,vegetarian,mixed,high,11.1,most,23.0,454.62,moderate
cycle,629.7,4,281.6,coal,oil,omnivore,mixed,medium,37.4,some,93.6,537.85,high
cycle,210.8,1,248.1,coal,gas,omnivore,local,high,30.9,none,170.6,483.02,moderate
cycle,449.6,2,343.3,mixed,gas,meat_heavy,mixed,low,28.9,some,91.5,458.18,moderate
bus,433.9,10,86.1,renewable,gas,omnivore,mixed,low,20.9,some,197.9,490.93,moderate
car_petrol,286.3,3,256.1,mixed,oil,omnivore,imported,medium,28.3,most,189.5,597.69,high
motorbike,248.6,0,246.4,renewable,gas,omnivore,mixed,medium,14.0,most,44.5,238.06,low
car_petrol,383.4,3,243.7,coal,gas,omnivore,local,low,33.9,none,176.0,599.29,high
train,472.5,3,107.6,renewable,electric,vegan,local,low,28.5,most,82.6,197.98,low
cycle,722.9,4,213.3,renewable,gas,meat_heavy,local,medium,27.0,some,208.4,409.07,moderate
car_petrol,147.4,1,233.4,mixed,electric,omnivore,local,high,16.7,some,86.7,368.1,low
cycle,286.4,2,148.5,coal,gas,omnivore,mixed,medium,43.5,most,25.0,443.93,moderate
car_petrol,494.1,2,216.8,mixed,gas,omnivore,local,low,30.1,none,29.0,439.23,moderate
cycle,272.8,0,333.3,renewable,electric,omnivore,mixed,medium,29.1,most,253.6,325.79,low
car_diesel,454.2,3,276.2,coal,gas,omnivore,mixed,low,22.9,some,490.8,716.72,high
car_petrol,592.8,2,336.2,mixed,gas,omnivore,mixed,medium,34.8,some,101.3,608.96,high
train,372.6,4,196.0,renewable,oil,omnivore,imported,low,12.4,none,62.1,348.87,low
car_electric,277.6,0,148.0,mixed,gas,omnivore,mixed,high,20.3,some,228.1,436.62,moderate
train,269.0,0,129.8,mixed,electric,omnivore,local,high,35.2,some,41.1,285.65,low
car_petrol,308.5,3,309.3,mixed,electric,omnivore,mixed,high,34.0,some,32.6,487.24,moderate
train,135.2,1,312.7,coal,gas,vegetarian,imported,high,30.8,some,110.8,481.48,moderate
car_diesel,380.3,0,361.0,mixed,gas,vegan,imported,medium,18.2,some,89.8,357.51,low
cycle,253.4,10,203.4,renewable,gas,omnivore,mixed,medium,30.2,most,139.8,507.26,moderate
car_diesel,285.4,0,205.2,mixed,none,vegan,local,high,20.6,none,97.3,213.81,low
car_diesel,217.3,1,225.3,mixed,gas,vegetarian,imported,high,6.0,none,132.7,425.91,moderate
car_diesel,161.4,0,168.6,renewable,gas,meat_heavy,mixed,low,25.6,some,97.5,332.59,low
car_electric,651.9,0,151.3,coal,none,vegetarian,mixed,medium,27.3,some,170.5,274.34,low
car_petrol,262.5,0,401.6,mixed,none,vegan,local,medium,17.2,none,149.9,272.98,low
car_electric,203.8,0,259.3,coal,gas,omnivore,local,high,29.5,some,27.7,449.75,moderate
car_petrol,574.6,0,258.2,mixed,gas,vegetarian,mixed,low,33.9,most,77.0,391.08,low
car_electric,240.7,6,198.7,coal,electric,omnivore,imported,high,16.2,some,205.7,657.67,high
car_petrol,285.5,0,90.3,coal,electric,omnivore,local,low,32.2,some,148.4,380.53,low
car_petrol,255.2,4,128.5,renewable,gas,meat_heavy,mixed,medium,45.7,most,293.9,513.71,high
bus,310.8,0,225.0,renewable,electric,omnivore,mixed,medium,37.6,none,82.1,294.16,low
train,318.4,0,234.7,mixed,gas,vegetarian,mixed,medium,44.4,some,126.2,341.88,low
car_diesel,471.6,0,288.6,renewable,gas,omnivore,mixed,low,21.7,some,131.0,359.29,low
train,353.0,0,264.9,renewable,oil,vegetarian,mixed,medium,14.2,some,104.1,199.2,low
bus,603.4,2,273.3,coal,gas,vegetarian,mixed,medium,34.1,most,18.9,443.45,moderate
train,283.8,0,350.7,coal,gas,omnivore,mixed,medium,28.1,none,108.6,587.14,high
cycle,239.3,0,218.2,mixed,electric,omnivore,imported,low,45.0,some,17.6,367.66,low
car_petrol,220.5,1,244.3,renewable,electric,vegan,mixed,medium,13.5,most,79.7,192.72,low
cycle,447.3,3,312.1,coal,electric,meat_heavy,mixed,low,23.2,some,55.0,518.0,high
car_petrol,280.1,2,397.9,mixed,oil,omnivore,mixed,medium,31.9,most,230.0,620.26,high
car_petrol,288.5,2,284.4,renewable,gas,meat_heavy,imported,low,13.6,most,177.9,492.83,moderate
car_electric,369.4,4,135.6,mixed,none,vegetarian,local,medium,24.2,some,213.6,325.34,low
motorbike,402.4,6,220.7,coal,electric,omnivore,local,medium,34.1,some,151.7,580.08,high
car_petrol,340.6,2,179.6,mixed,electric,vegetarian,local,high,35.1,none,187.6,416.91,moderate
car_electric,638.9,1,93.1,mixed,electric,vegetarian,local,high,11.2,most,99.6,266.06,low
train,672.7,1,250.7,coal,gas,vegetarian,mixed,low,13.2,none,32.5,420.36,moderate
bus,308.5,0,504.2,renewable,electric,meat_heavy,mixed,high,26.5,most,161.4,417.91,moderate
car_electric,291.3,3,135.9,coal,electric,meat_heavy,mixed,medium,26.3,some,92.9,488.86,moderate
cycle,416.3,1,305.2,coal,electric,omnivore,mixed,medium,31.7,some,194.1,452.04,moderate
car_petrol,504.3,4,285.5,renewable,none,omnivore,imported,medium,23.7,some,90.9,507.29,moderate
car_petrol,344.9,1,140.7,mixed,none,omnivore,local,medium,24.2,most,180.7,368.99,low
car_petrol,1057.4,2,251.8,mixed,gas,vegan,imported,medium,13.3,most,118.7,506.38,moderate
cycle,429.7,2,139.0,coal,gas,omnivore,imported,low,37.7,most,76.8,428.84,moderate
car_diesel,501.9,10,259.6,mixed,none,meat_heavy,mixed,medium,24.8,some,178.9,653.06,high
bus,552.3,1,218.0,mixed,gas,meat_heavy,local,medium,34.8,some,123.8,539.27,high
car_petrol,87.6,1,276.8,mixed,gas,omnivore,mixed,low,29.4,none,143.0,426.06,moderate
car_electric,769.7,1,262.3,mixed,electric,meat_heavy,imported,medium,20.2,some,140.1,543.95,high
car_electric,277.0,0,137.5,renewable,electric,omnivore,mixed,low,25.3,none,81.3,221.54,low
car_petrol,477.9,0,372.6,coal,oil,omnivore,local,low,34.7,some,302.8,711.71,high
cycle,231.7,2,115.6,coal,oil,omnivore,mixed,medium,6.8,most,138.8,464.93,moderate
bus,192.8,1,88.2,coal,gas,omnivore,mixed,low,14.2,most,107.3,403.45,moderate
car_petrol,491.9,0,192.8,coal,electric,omnivore,mixed,medium,30.1,most,69.4,480.27,moderate
car_electric,613.3,10,115.0,mixed,gas,meat_heavy,local,medium,35.1,some,104.0,647.04,high
bus,358.2,0,253.4,mixed,electric,omnivore,local,high,38.9,some,65.6,361.65,low
motorbike,946.6,6,168.9,mixed,oil,meat_heavy,mixed,medium,38.9,most,136.1,669.86,high
bus,561.4,3,308.0,mixed,gas,omnivore,imported,high,28.8,none,229.4,670.89,high
car_petrol,464.1,2,41.7,mixed,electric,omnivore,mixed,medium,24.5,most,105.7,448.99,moderate
bus,440.2,1,100.0,coal,gas,omnivore,imported,low,13.1,most,74.7,477.28,moderate
bus,412.3,1,304.2,mixed,gas,meat_heavy,mixed,medium,34.0,some,188.4,550.64,high
cycle,1000.3,0,311.7,coal,electric,meat_heavy,local,medium,6.5,some,138.5,462.13,moderate
car_diesel,1074.5,3,285.4,mixed,gas,meat_heavy,imported,medium,37.4,most,50.7,721.99,high
bus,604.1,2,149.7,mixed,gas,vegan,mixed,low,21.7,some,224.8,364.51,low
car_electric,487.5,2,348.5,mixed,electric,vegetarian,mixed,high,27.2,some,287.8,462.06,moderate
bus,376.4,0,73.1,mixed,gas,meat_heavy,mixed,medium,22.1,most,195.2,417.72,moderate
car_petrol,656.7,2,323.6,mixed,electric,meat_heavy,mixed,high,5.6,most,120.4,665.68,high
car_diesel,535.9,2,256.7,mixed,electric,vegetarian,imported,low,38.3,most,123.7,448.03,moderate
motorbike,482.7,0,225.4,mixed,oil,meat_heavy,imported,low,34.6,some,130.7,529.85,high
car_petrol,632.5,0,365.2,coal,electric,vegetarian,mixed,high,27.0,most,97.2,538.26,high
bus,430.8,0,285.9,coal,gas,omnivore,imported,medium,30.5,some,179.7,599.01,high
bus,482.7,3,184.2,mixed,electric,omnivore,local,medium,38.4,most,49.0,374.42,low
car_petrol,243.1,0,291.6,coal,gas,vegetarian,mixed,medium,15.7,most,69.1,423.33,moderate
motorbike,247.3,0,325.1,coal,gas,vegetarian,imported,medium,23.2,none,116.7,483.33,moderate
car_diesel,616.4,0,369.5,coal,gas,omnivore,mixed,low,50.1,none,87.5,608.96,high
car_petrol,294.9,2,219.0,renewable,gas,meat_heavy,local,low,26.4,most,64.4,344.36,low
car_diesel,672.2,1,217.3,renewable,none,omnivore,mixed,low,45.1,most,45.9,329.98,low
car_petrol,1180.8,1,165.5,renewable,electric,omnivore,local,medium,32.2,none,227.8,586.33,high
train,236.1,1,88.4,coal,gas,meat_heavy,local,low,12.2,most,41.0,409.69,moderate
car_petrol,208.8,3,126.6,coal,none,vegetarian,mixed,medium,16.4,some,277.8,381.79,low
motorbike,305.1,0,204.7,mixed,gas,omnivore,local,medium,33.6,none,89.1,321.72,low
bus,153.6,2,244.0,coal,gas,vegetarian,local,high,30.9,some,95.2,442.63,moderate
motorbike,702.4,0,321.2,coal,gas,omnivore,mixed,medium,16.8,most,175.2,565.57,high
train,536.7,2,213.6,mixed,gas,meat_heavy,mixed,medium,24.1,some,19.9,430.72,moderate
bus,368.2,6,263.6,coal,oil,omnivore,mixed,high,21.6,most,71.6,655.47,high
bus,422.4,10,209.0,mixed,gas,vegan,mixed,low,29.1,some,134.2,501.34,moderate
bus,313.1,1,310.3,mixed,oil,vegetarian,mixed,low,34.7,most,74.3,357.56,low
car_petrol,675.0,2,241.3,mixed,gas,vegan,mixed,medium,19.9,some,194.6,475.04,moderate
bus,781.4,2,236.3,mixed,electric,vegetarian,mixed,high,43.5,none,42.7,400.76,moderate
train,472.7,1,110.7,mixed,gas,meat_heavy,mixed,low,34.9,some,90.2,405.53,moderate
bus,414.4,4,337.6,mixed,gas,meat_heavy,mixed,medium,34.2,some,119.0,582.49,high
car_electric,149.9,3,421.1,mixed,oil,meat_heavy,mixed,medium,25.5,some,17.9,522.25,high
bus,398.2,6,438.9,renewable,electric,vegan,local,low,14.1,some,238.1,358.67,low
car_diesel,208.4,3,289.5,mixed,electric,omnivore,imported,medium,12.1,some,77.5,470.01,moderate
car_diesel,205.8,0,133.8,coal,gas,vegan,imported,low,37.2,none,148.4,398.36,low
bus,405.9,1,192.3,coal,gas,vegetarian,mixed,medium,32.9,some,103.9,463.7,moderate
car_petrol,472.4,3,301.5,mixed,gas,vegetarian,imported,low,19.4,some,17.4,440.7,moderate
car_petrol,310.7,3,414.6,renewable,electric,omnivore,mixed,low,35.8,most,65.4,343.39,low
car_petrol,342.3,1,331.2,mixed,gas,meat_heavy,mixed,medium,24.7,some,171.3,526.82,high
car_petrol,608.9,2,237.5,coal,gas,meat_heavy,mixed,low,33.3,most,77.6,658.87,high
bus,88.3,0,305.2,coal,gas,vegetarian,mixed,medium,31.9,some,138.3,419.62,moderate
car_petrol,849.0,0,229.5,mixed,electric,vegetarian,mixed,low,38.0,most,229.5,523.66,high
car_petrol,216.4,4,135.8,renewable,gas,vegan,mixed,high,45.9,most,166.8,310.64,low
train,813.3,0,107.8,coal,gas,omnivore,mixed,medium,2.0,some,146.7,424.7,moderate
bus,652.7,1,295.1,mixed,gas,meat_heavy,mixed,high,28.1,some,104.4,583.64,high
train,674.3,0,158.7,coal,gas,omnivore,mixed,medium,10.5,most,107.4,400.24,moderate
cycle,277.6,4,150.8,mixed,gas,omnivore,local,high,27.9,most,288.3,498.1,moderate
train,853.0,6,219.5,mixed,electric,vegetarian,imported,medium,26.7,none,46.8,486.85,moderate
train,340.6,4,125.7,mixed,gas,omnivore,local,low,30.2,none,95.1,398.55,low
motorbike,372.8,2,389.0,coal,gas,omnivore,mixed,medium,9.6,most,246.5,579.34,high
motorbike,973.5,2,209.7,mixed,none,omnivore,mixed,low,34.5,some,200.9,475.85,moderate
bus,752.9,1,235.8,renewable,electric,omnivore,mixed,low,4.2,some,134.7,303.94,low
car_petrol,117.1,3,386.3,coal,electric,omnivore,local,low,32.1,most,75.2,483.18,moderate
car_diesel,379.6,0,219.5,renewable,none,meat_heavy,mixed,low,17.0,most,306.4,396.55,low
car_petrol,996.1,2,309.3,coal,electric,omnivore,imported,low,38.8,some,157.6,741.42,high
cycle,379.3,10,293.6,coal,gas,omnivore,local,low,20.8,some,64.1,634.75,high
car_petrol,622.0,2,262.9,renewable,electric,vegetarian,local,medium,27.2,most,158.6,349.59,low
car_electric,210.7,1,269.0,mixed,gas,vegan,local,medium,25.6,most,157.6,321.98,low
car_diesel,753.2,6,242.7,renewable,electric,omnivore,local,medium,36.0,some,116.6,481.89,moderate
